input_voltage,load_current,ambient_temp,inductor_value,capacitor_value,switching_freq,kp,ki,kd,zbf,compval,target_variable
209.33407057741528,3.308129490261153,36.209224554000954,0.0002998680974916214,0.0007569984798909734,74618.54196379484,0.32269083850236524,61.32987046771831,0.002989120412044165,0.32993240587637496,0.16944731553928397,0.9579900928465892
260.61357327048256,3.9585006239064247,34.987362886942094,0.0003986987090050377,0.0002660607960388404,73037.686479401,0.23505330223175463,4.851443308546653,0.0009481777516205803,0.8167384190851912,0.0989034087438741,0.9610267829453405
241.14746082121505,7.06456125459777,30.2846173750858,0.0003250667122625333,0.00041197572493289754,100209.5975371832,0.482604277183331,61.61377374679672,0.0012635922497221596,0.9943768165049572,0.03909312212643717,0.9500373806910686
229.28060509353625,2.871035746388121,43.21800010304464,0.00013332103324471855,0.0006969525731720364,118305.81612463774,0.1172994409822767,9.87719206964751,0.001806711281809218,0.8407615378270457,0.14732835732201852,0.9366156168692461
189.88565899937686,7.187644931219196,39.298724815258865,0.00017423209471342219,0.0005338804100720319,95136.0654477362,0.29804964383948096,71.32407961335598,0.0020365333436494835,0.34614292643429223,0.08373562713665915,0.9567952759203653
189.88351230992203,0.8182956124600357,50.97102976972011,0.00018773127361236766,0.0007647139347714045,72575.76129696525,0.3531029073452091,39.617687011512125,0.002422618092105441,0.7112523934128624,0.11892549669049944,0.905771394892913
181.16944148296975,6.43090726325034,25.963287414461746,0.00020314570145793797,0.0009650871111005737,81060.93280387281,0.414526599779237,83.93195266528335,0.0025546002896349443,0.5339234469910733,0.021453058034787767,0.9523847395239473
253.08967697396923,7.007513209396101,44.31603782665379,0.00032616135678020173,0.00020489201894367777,82239.64532078854,0.20941580490972347,94.31039528124793,0.004557163454875359,0.7865177838834085,0.12631679790319847,0.9648742536883371
229.49923604514558,1.581813870624311,47.888466355346836,0.0003015863119301574,0.0007386109447582548,86892.8564568475,0.3465917347521659,42.29392380509529,0.005095731908260412,0.15309739464624172,0.07471009778902486,0.9284812771351737
239.01845942384804,3.6073242388334337,47.78459707564921,0.0001812640153456836,0.00030730974006890305,72180.16917931063,0.15856872097829858,46.59497425190087,0.0030887920812635596,0.6381345926459039,0.06683794994369889,0.9445514279622245
